book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,cleaned_authors,cleaned_title,top_5_tags
575,7669,7669,1525987,124,0099244721,9780099244720,Michael Crichton,1999,Timeline,Timeline,en-US,3.83,148563,158413,3628,2738,11205,41822,57567,45081,https://images.gr-assets.com/books/1405420745m/7669.jpg,https://images.gr-assets.com/books/1405420745s/7669.jpg,michael crichton,timeline,"to-read, fiction, science-fiction, sci-fi, currently-reading"
576,19380,19380,2833018,1039,0486266893,9780486266890,Voltaire,1759,Candide,Candide,eng,3.76,151471,171617,5504,4906,14285,45693,59709,47024,https://images.gr-assets.com/books/1345060082m/19380.jpg,https://images.gr-assets.com/books/1345060082s/19380.jpg,voltaire,candide,"fiction, philosophy, favorites, classic, french"
577,84981,84981,1955922,127,0374480095,9780374480100,Natalie Babbitt,1975,Tuck Everlasting,Tuck Everlasting,eng,3.85,174280,184056,7187,3823,12462,46988,64213,56570,https://images.gr-assets.com/books/1445184695m/84981.jpg,https://images.gr-assets.com/books/1445184695s/84981.jpg,natalie babbitt,tuck everlasting,"to-read, fantasy, favorites, young-adult, classics"
578,10629,10629,1150571,156,2253147699,9782253147700,"Stephen King, Marie Milpois",1983,Christine,Christine,fre,3.72,151160,157664,2092,3156,14024,48479,49499,42506,https://images.gr-assets.com/books/1327270815m/10629.jpg,https://images.gr-assets.com/books/1327270815s/10629.jpg,stephen king marie milpois,christine,"to-read, currently-reading, horror, thriller, king"
579,197084,197084,1837885,44,0001713221,9780001713220,P.D. Eastman,1960,Are You My Mother?,Are You My Mother?,eng,4.16,174204,177809,1864,3986,8065,31523,45916,88319,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,pd eastman,are you my mother,"to-read, childrens, children-s-books, picture-books, children"
581,13206760,13206760,18390691,64,0312642962,9780312642970,Marissa Meyer,2013,Scarlet,"Scarlet (The Lunar Chronicles, #2)",eng,4.3,193766,213010,23054,1250,3669,25696,81461,100934,https://images.gr-assets.com/books/1470056982m/13206760.jpg,https://images.gr-assets.com/books/1470056982s/13206760.jpg,marissa meyer,scarlet the lunar chronicles 2,"to-read, fantasy, favorites, audiobook, young-adult"
584,6101718,6101718,6278977,67,0670020559,9780670020550,Lev Grossman,2009,The Magicians,The Magicians (The Magicians #1),eng,3.47,147908,165609,18232,10045,21851,47087,52810,33816,https://images.gr-assets.com/books/1313772941m/6101718.jpg,https://images.gr-assets.com/books/1313772941s/6101718.jpg,lev grossman,the magicians the magicians 1,"to-read, fantasy, currently-reading, fiction, favorites"
586,3682,3682,2113193,65,0689875347,9780689875340,Libba Bray,2003,A Great and Terrible Beauty,"A Great and Terrible Beauty (Gemma Doyle, #1)",eng,3.79,173613,182107,8902,6620,16645,44166,56502,58174,https://images.gr-assets.com/books/1284558475m/3682.jpg,https://images.gr-assets.com/books/1284558475s/3682.jpg,libba bray,a great and terrible beauty gemma doyle 1,"to-read, fantasy, young-adult, historical, paranormal"
587,256566,256566,886727,107,0060529709,9780060529700,Jonathan Safran Foer,2002,Everything Is Illuminated,Everything Is Illuminated,eng,3.9,131492,144312,7019,4169,10063,30365,51579,48136,https://images.gr-assets.com/books/1479774440m/256566.jpg,https://images.gr-assets.com/books/1479774440s/256566.jpg,jonathan safran foer,everything is illuminated,"to-read, fiction, favorites, historical-fiction, books-i-own"
588,15769,15769,2508588,101,0752863886,9780752863890,Robert Ludlum,1986,The Bourne Supremacy,"The Bourne Supremacy (Jason Bourne, #2)",en-US,4.09,142168,145806,1010,1623,4638,27003,57766,54776,https://images.gr-assets.com/books/1335860600m/15769.jpg,https://images.gr-assets.com/books/1335860600s/15769.jpg,robert ludlum,the bourne supremacy jason bourne 2,"to-read, fiction, thriller, currently-reading, mystery"
590,58696,58696,4711940,1240,0140439447,9780140439440,"Charles Dickens, Jeremy Tambling",1849,David Copperfield,David Copperfield,eng,3.96,150512,164400,4623,3426,9508,35753,56963,58750,https://images.gr-assets.com/books/1461452762m/58696.jpg,https://images.gr-assets.com/books/1461452762s/58696.jpg,charles dickens jeremy tambling,david copperfield,"classics, to-read, fiction, favorites, classic"
591,693208,693208,829330,67,0316013684,9780316013680,"Sherman Alexie, Ellen Forney",2007,The Absolutely True Diary of a Part-Time Indian,The Absolutely True Diary of a Part-Time Indian,eng,4.11,160607,171492,18988,3502,7316,26704,62780,71190,https://images.gr-assets.com/books/1327908992m/693208.jpg,https://images.gr-assets.com/books/1327908992s/693208.jpg,sherman alexie ellen forney,the absolutely true diary of a parttime indian,"to-read, young-adult, currently-reading, ya, favorites"
592,117833,117833,876183,586,0679760806,9780679760800,"Mikhail Bulgakov, Katherine Tiernan O'Connor, Diana Burgin, Ellendea Proffer",1967,Мастер и Маргарита,The Master and Margarita,eng,4.32,131389,156780,7365,2428,5647,18910,42164,87631,https://images.gr-assets.com/books/1327867963m/117833.jpg,https://images.gr-assets.com/books/1327867963s/117833.jpg,mikhail bulgakov katherine tiernan oconnor diana burgin ellendea proffer,the master and margarita,"favorites, fiction, classics, russian, fantasy"
593,13642,13642,113603,157,0553383043,9780553383040,Ursula K. Le Guin,1968,A Wizard of Earthsea,"A Wizard of Earthsea (Earthsea Cycle, #1)",en-US,3.99,155042,167058,5357,3253,9210,34737,58618,61240,https://images.gr-assets.com/books/1353424536m/13642.jpg,https://images.gr-assets.com/books/1353424536s/13642.jpg,ursula k le guin,a wizard of earthsea earthsea cycle 1,"to-read, fiction, favorites, young-adult, classics"
594,357664,357664,25169,77,0763616052,9780763616050,"Kate DiCamillo, Chris Sheban",2000,Because of Winn-Dixie,Because of Winn-Dixie,eng,4.0,154476,159075,6594,2076,8308,36097,54057,58537,https://images.gr-assets.com/books/1456871914m/357664.jpg,https://images.gr-assets.com/books/1456871914s/357664.jpg,kate dicamillo chris sheban,because of winndixie,"to-read, currently-reading, favorites, fiction, realistic-fiction"
595,5148,5148,39755,82,0743253973,9780743253970,John Knowles,1959,A Separate Peace,A Separate Peace,en-US,3.56,155901,162403,5580,8518,18503,45480,53424,36478,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,john knowles,a separate peace,"classics, favorites, young-adult, to-read, school"
596,5349,5349,3154548,117,0385339607,9780385339600,John Grisham,1995,The Rainmaker,The Rainmaker,eng,3.91,137412,142791,1518,986,6288,38331,55983,41203,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,john grisham,the rainmaker,"fiction, to-read, thriller, mystery, grisham"
597,3836,3836,121842,1887,0142437239,9780142437230,"Miguel de Cervantes Saavedra, Roberto González Echevarría, John Rutherford",1605,Don Quijote de La Mancha,Don Quixote,eng,3.85,134931,159253,5429,4667,12289,38171,50811,53315,https://images.gr-assets.com/books/1364958765m/3836.jpg,https://images.gr-assets.com/books/1364958765s/3836.jpg,miguel de cervantes saavedra roberto gonzlez echevarra john rutherford,don quixote,"classics, fiction, to-read, favorites, literature"
598,45107,77197,171715,108,0006480098,9780006480100,Robin Hobb,1995,Assassin's Apprentice,"Assassin's Apprentice (Farseer Trilogy, #1)",eng,4.14,132777,162482,6023,2462,6103,25949,59803,68165,https://images.gr-assets.com/books/1320339497m/45107.jpg,https://images.gr-assets.com/books/1320339497s/45107.jpg,robin hobb,assassins apprentice farseer trilogy 1,"to-read, fantasy, favorites, fiction, currently-reading"
599,8695,8695,1877624,162,0345418921,9780345418920,Douglas Adams,1980,The Restaurant at the End of the Universe,"The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)",eng,4.22,153838,172365,3851,700,3728,27009,66783,74145,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,douglas adams,the restaurant at the end of the universe hitchhikers guide 2,"to-read, science-fiction, sci-fi, currently-reading, fiction"
601,19321,19321,644171,1,0723247706,9780723247710,Beatrix Potter,1901,The Tale of Peter Rabbit,The Tale of Peter Rabbit,eng,4.17,162373,165470,1404,2294,6298,30659,48594,77625,https://images.gr-assets.com/books/1485118382m/19321.jpg,https://images.gr-assets.com/books/1485118382s/19321.jpg,beatrix potter,the tale of peter rabbit,"childrens, classics, children, children-s, picture-books"
602,65641,65641,1419727,257,0064405044,9780064405040,"C.S. Lewis, Pauline Baynes",1953,The Silver Chair,"The Silver Chair (Chronicles of Narnia, #4)",eng,3.95,170453,185348,3391,1580,9479,47180,65697,61412,https://images.gr-assets.com/books/1336139237m/65641.jpg,https://images.gr-assets.com/books/1336139237s/65641.jpg,cs lewis pauline baynes,the silver chair chronicles of narnia 4,"fantasy, fiction, classics, favorites, young-adult"
603,2767793,2767793,2793516,63,0765316897,9780765316900,Brandon Sanderson,2008,The Hero of Ages,"The Hero of Ages (Mistborn, #3)",eng,4.46,143622,161085,9111,596,2257,14291,49628,94313,https://images.gr-assets.com/books/1480717763m/2767793.jpg,https://images.gr-assets.com/books/1480717763s/2767793.jpg,brandon sanderson,the hero of ages mistborn 3,"to-read, fantasy, fiction, epic-fantasy, owned"
604,68783,68783,926090,49,0679746048,9780679746040,Susanna Kaysen,1993,"Girl, Interrupted","Girl, Interrupted",eng,3.9,145161,151176,3532,1827,8242,38968,56689,45450,https://images.gr-assets.com/books/1475482930m/68783.jpg,https://images.gr-assets.com/books/1475482930s/68783.jpg,susanna kaysen,girl interrupted,"to-read, favorites, memoir, psychology, fiction"
606,71728,71728,1743336,278,0743278909,9780743278900,"Richard Bach, Russell Munson",1970,Jonathan Livingston Seagull,Jonathan Livingston Seagull,en-US,3.8,133728,150767,5501,6169,13796,34951,44689,51162,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,richard bach russell munson,jonathan livingston seagull,"to-read, favorites, philosophy, fantasy, spirituality"
607,8755785,8755785,13629068,7,1481426303,9781481426300,Cassandra Clare,2014,City of Heavenly Fire,"City of Heavenly Fire (The Mortal Instruments, #6)",eng,4.48,177796,203325,19582,1683,4287,18763,49304,129288,https://images.gr-assets.com/books/1460477794m/8755785.jpg,https://images.gr-assets.com/books/1460477794s/8755785.jpg,cassandra clare,city of heavenly fire the mortal instruments 6,"to-read, currently-reading, favorites, fantasy, young-adult"
608,310259,310259,277308,54,0920668372,9780920668380,"Robert Munsch, Sheila McGraw",1986,Love You Forever,Love You Forever,en-GB,4.34,159703,162007,4286,5949,6288,16941,29626,103203,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,robert munsch sheila mcgraw,love you forever,"to-read, childrens, picture-books, children-s-books, children"
609,10567,10567,3017730,123,1416524517,9781416524520,Stephen King,2006,Cell,Cell,en-US,3.64,144591,153150,4841,5563,16309,44687,47447,39144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,stephen king,cell,"to-read, horror, stephen-king, currently-reading, fiction"
610,16158542,16158542,21998925,33,067002581X,9780670025820,Daniel James Brown,2013,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,eng,4.32,113565,139128,16287,2292,3772,15002,43457,74605,https://images.gr-assets.com/books/1354683116m/16158542.jpg,https://images.gr-assets.com/books/1354683116s/16158542.jpg,daniel james brown,the boys in the boat nine americans and their epic quest for gold at the 1936 berlin olympics,"to-read, currently-reading, non-fiction, book-club, history"
611,7332,7332,4733799,339,0618391118,9780618391110,"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",1977,The Silmarillion,The Silmarillion (Middle-Earth Universe),eng,3.87,134106,160751,5743,4943,13613,36498,47548,58149,https://images.gr-assets.com/books/1336502583m/7332.jpg,https://images.gr-assets.com/books/1336502583s/7332.jpg,jrr tolkien christopher tolkien ted nasmith,the silmarillion middleearth universe,"fiction, currently-reading, to-read, classics, owned"
612,5094,5094,2113248,164,0451210859,9780451210850,Stephen King,1987,The Drawing of the Three,"The Drawing of the Three (The Dark Tower, #2)",eng,4.23,139052,157513,5293,1062,4303,22908,59055,70185,https://images.gr-assets.com/books/1370918050m/5094.jpg,https://images.gr-assets.com/books/1370918050s/5094.jpg,stephen king,the drawing of the three the dark tower 2,"to-read, currently-reading, fantasy, stephen-king, fiction"
613,3407877,3407877,3448086,119,0330449605,9780330449600,Kate Morton,2008,The Forgotten Garden,The Forgotten Garden,en-GB,4.12,138377,157088,15953,1501,5098,26557,63709,60223,https://images.gr-assets.com/books/1455283767m/3407877.jpg,https://images.gr-assets.com/books/1455283767s/3407877.jpg,kate morton,the forgotten garden,"to-read, fiction, historical-fiction, favorites, book-club"
614,17690,17690,2965832,915,0099428644,9780099428640,"Franz Kafka, Edwin Muir, Willa Muir, Max Brod",1925,Der Prozeß,The Trial,eng,3.98,131856,159270,4717,3539,9051,31198,58123,57359,https://images.gr-assets.com/books/1320399438m/17690.jpg,https://images.gr-assets.com/books/1320399438s/17690.jpg,franz kafka edwin muir willa muir max brod,the trial,"to-read, currently-reading, classics, fiction, favorites"
616,14864,14864,3375925,65,0743275012,9780743275020,Jodi Picoult,2000,Plain Truth,Plain Truth,eng,3.97,128406,138814,6231,1123,5518,32571,57131,42471,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,jodi picoult,plain truth,"to-read, currently-reading, fiction, books-i-own, jodi-picoult"
617,6314763,6314763,6499995,69,0385523386,9780385523390,Piper Kerman,2010,Orange Is the New Black: My Year in a Women's Prison,Orange Is the New Black,eng,3.7,127186,146868,12873,3322,11023,43493,57605,31425,https://images.gr-assets.com/books/1320520714m/6314763.jpg,https://images.gr-assets.com/books/1320520714s/6314763.jpg,piper kerman,orange is the new black,"currently-reading, non-fiction, memoir, to-read, nonfiction"
618,8921,8921,3311984,1717,0451528018,9780451528020,"Arthur Conan Doyle, Anne Perry",1902,The Hound of the Baskervilles,The Hound of the Baskervilles,eng,4.09,154517,178563,5421,1098,5204,35369,71857,65035,https://images.gr-assets.com/books/1355929358m/8921.jpg,https://images.gr-assets.com/books/1355929358s/8921.jpg,arthur conan doyle anne perry,the hound of the baskervilles,"classics, currently-reading, mystery, fiction, favorites"
620,402045,402045,806813,103,0345350499,9780345350500,Marion Zimmer Bradley,1982,The Mists of Avalon,"The Mists of Avalon (Avalon, #1)",eng,4.12,157736,163331,5582,3469,7966,27551,51373,72972,https://images.gr-assets.com/books/1388857089m/402045.jpg,https://images.gr-assets.com/books/1388857089s/402045.jpg,marion zimmer bradley,the mists of avalon avalon 1,"fantasy, to-read, favorites, fiction, historical-fiction"
621,37732,37732,4121,75,0689841582,9780689841580,Judy Blume,1970,"Are You There God? It's Me, Margaret","Are You There God? It's Me, Margaret",eng,3.89,151789,162083,5168,3588,10014,40314,55092,53075,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,judy blume,are you there god its me margaret,"to-read, young-adult, fiction, ya, childrens"
623,18775247,18775247,26680281,111,1476754454,9781476754450,Stephen King,2014,Mr. Mercedes,"Mr. Mercedes (Bill Hodges Trilogy, #1)",eng,3.92,125847,148491,12447,3242,7332,32479,60965,44473,https://images.gr-assets.com/books/1468705326m/18775247.jpg,https://images.gr-assets.com/books/1468705326s/18775247.jpg,stephen king,mr mercedes bill hodges trilogy 1,"to-read, stephen-king, currently-reading, fiction, thriller"
624,140075,140075,3159810,73,0441014941,9780441014940,Charlaine Harris,2007,All Together Dead,"All Together Dead (Sookie Stackhouse, #7)",eng,4.05,162689,173654,3372,1127,5785,37956,66515,62271,https://images.gr-assets.com/books/1417964062m/140075.jpg,https://images.gr-assets.com/books/1417964062s/140075.jpg,charlaine harris,all together dead sookie stackhouse 7,"vampires, fantasy, paranormal, urban-fantasy, fiction"
625,5166,5166,3221872,39,0375706771,9780375706780,Chris Bohjalian,1997,Midwives,Midwives,en-US,3.97,133155,135534,3830,1317,5372,30829,57029,40987,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,chris bohjalian,midwives,"to-read, currently-reading, fiction, favorites, book-club"
626,420282,420282,1045364,57,0395389496,9780395389490,Chris Van Allsburg,1985,The Polar Express,The Polar Express,en-US,4.29,168001,168847,2498,2857,6268,23676,42383,93663,https://images.gr-assets.com/books/1356707942m/420282.jpg,https://images.gr-assets.com/books/1356707942s/420282.jpg,chris van allsburg,the polar express,"to-read, picture-books, childrens, children-s-books, christmas"
627,125507,125507,120878,39,0140544518,9780140544510,"Jon Scieszka, Lane Smith",1989,The True Story of the Three Little Pigs,The True Story of the 3 Little Pigs,en-GB,4.29,141945,144093,2618,1449,4217,21301,40806,76320,https://images.gr-assets.com/books/1327884731m/125507.jpg,https://images.gr-assets.com/books/1327884731s/125507.jpg,jon scieszka lane smith,the true story of the 3 little pigs,"to-read, picture-books, childrens, children-s-books, children"
628,32682,32682,5054702,88,0425134350,9780425134350,Tom Clancy,1987,Patriot Games,"Patriot Games (Jack Ryan Universe, #2)",eng,4.11,141674,146201,939,1351,3943,27548,58440,54919,https://images.gr-assets.com/books/1328007145m/32682.jpg,https://images.gr-assets.com/books/1328007145s/32682.jpg,tom clancy,patriot games jack ryan universe 2,"to-read, fiction, thriller, currently-reading, tom-clancy"
631,170210,170210,1053933,80,0441013333,9780441013330,Charlaine Harris,2005,Dead as a Doornail ,"Dead as a Doornail (Sookie Stackhouse, #5)",eng,4.01,169560,179156,3733,969,6113,42398,69792,59884,https://images.gr-assets.com/books/1468562419m/170210.jpg,https://images.gr-assets.com/books/1468562419s/170210.jpg,charlaine harris,dead as a doornail sookie stackhouse 5,"to-read, fantasy, vampires, paranormal, urban-fantasy"
633,17214,17214,2534973,132,0441783589,9780441783590,Robert A. Heinlein,1959,Starship Troopers,Starship Troopers,en-CA,3.99,136886,145886,4034,2062,7314,31597,53591,51322,https://images.gr-assets.com/books/1406457252m/17214.jpg,https://images.gr-assets.com/books/1406457252s/17214.jpg,robert a heinlein,starship troopers,"to-read, science-fiction, sci-fi, fiction, currently-reading"
637,76778,76778,4636013,271,0553278223,9780553278220,Ray Bradbury,1950,The Martian Chronicles,The Martian Chronicles,en-US,4.12,143236,156328,5204,1666,5808,28385,56556,63913,https://images.gr-assets.com/books/1374049948m/76778.jpg,https://images.gr-assets.com/books/1374049948s/76778.jpg,ray bradbury,the martian chronicles,"to-read, science-fiction, sci-fi, currently-reading, favorites"
638,7331435,7331435,8975330,76,0307592839,9780307592840,Jennifer Egan,2010,A Visit From the Goon Squad,A Visit from the Goon Squad,eng,3.64,120126,139744,15030,6060,14855,36024,48972,33833,https://images.gr-assets.com/books/1356844046m/7331435.jpg,https://images.gr-assets.com/books/1356844046s/7331435.jpg,jennifer egan,a visit from the goon squad,"to-read, currently-reading, fiction, favorites, book-club"
639,93,93,1738595,771,0753454947,9780753454950,"Johanna Spyri, Angelo  Rinaldi, Beverly Cleary",1880,Heidi,Heidi,eng,3.97,144497,154669,2667,2236,8362,37291,50838,55942,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,johanna spyri angelo  rinaldi beverly cleary,heidi,"to-read, classics, childrens, fiction, currently-reading"
640,83763,83763,1258566,113,0061015725,9780061015720,Michael Crichton,2002,Prey,Prey,-,3.72,131352,136307,2700,2481,11391,40947,48338,33150,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,michael crichton,prey,"science-fiction, sci-fi, thriller, to-read, currently-reading"
641,84369,84369,1059917,245,0007202326,9780007202320,C.S. Lewis,1956,The Last Battle,"The Last Battle (Chronicles of Narnia, #7)",eng,4.02,158701,174641,4156,3501,10243,35440,54778,70679,https://images.gr-assets.com/books/1308814830m/84369.jpg,https://images.gr-assets.com/books/1308814830s/84369.jpg,cs lewis,the last battle chronicles of narnia 7,"fiction, classics, favorites, young-adult, fantasy"
642,5064,5064,2845518,2,0525950079,9780525950070,Ken Follett,2007,World Without End,"World Without End (The Kingsbridge Series, #2)",eng,4.23,128715,145292,9392,1212,4241,20508,53074,66257,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,ken follett,world without end the kingsbridge series 2,"historical-fiction, to-read, fiction, historical, currently-reading"
644,13372690,30333938,18602144,60,-,-,Colleen Hoover,2012,Slammed,"Slammed (Slammed, #1)",eng,4.29,153882,176166,14423,2888,5837,22249,51947,93245,https://images.gr-assets.com/books/1328530463m/13372690.jpg,https://images.gr-assets.com/books/1328530463s/13372690.jpg,colleen hoover,slammed slammed 1,"to-read, ya, contemporary-romance, favourites, chick-lit"
646,2696,2696,986234,634,0140424385,9780140424390,"Geoffrey Chaucer, Nevill Coghill",1390,Tales of Caunterbury,The Canterbury Tales,eng,3.48,148480,158661,2615,6795,19618,52875,48893,30480,https://images.gr-assets.com/books/1261208589m/2696.jpg,https://images.gr-assets.com/books/1261208589s/2696.jpg,geoffrey chaucer nevill coghill,the canterbury tales,"poetry, to-read, classic, favorites, school"
648,7664041,7664041,10260587,119,0375856110,9780375856110,Christopher Paolini,2011,Inheritance,"Inheritance (The Inheritance Cycle, #4)",en-US,4.08,146905,162717,8891,3498,9379,28585,50380,70875,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,christopher paolini,inheritance the inheritance cycle 4,"fantasy, currently-reading, to-read, favorites, young-adult"
649,10357575,10357575,18160093,107,0307593312,9780307593310,"Haruki Murakami, Jay Rubin, Philip Gabriel",2009,いちきゅうはちよん [Ichi-Kyū-Hachi-Yon],1Q84,eng,3.89,125195,138691,13779,3934,9901,28881,51416,44559,https://images.gr-assets.com/books/1483103331m/10357575.jpg,https://images.gr-assets.com/books/1483103331s/10357575.jpg,haruki murakami jay rubin philip gabriel,1q84,"to-read, currently-reading, fiction, favorites, fantasy"
650,46787,46787,2478635,1075,1840224029,9781840224020,Harriet Beecher Stowe,1852,Uncle Tom's Cabin or Life Among the Lowly,Uncle Tom's Cabin,eng,3.83,137858,155559,5696,3732,11754,39559,52344,48170,https://images.gr-assets.com/books/1414349231m/46787.jpg,https://images.gr-assets.com/books/1414349231s/46787.jpg,harriet beecher stowe,uncle toms cabin,"currently-reading, classics, to-read, fiction, historical-fiction"
651,480204,480204,2259720,782,0060809248,9780060809250,"Gaston Leroux, Alexander Teixeira de Mattos",1909,Le Fantôme de l'Opéra,The Phantom of the Opera,eng,3.97,141110,155679,4590,2451,8945,35912,51572,56799,https://images.gr-assets.com/books/1327867727m/480204.jpg,https://images.gr-assets.com/books/1327867727s/480204.jpg,gaston leroux alexander teixeira de mattos,the phantom of the opera,"classics, to-read, favorites, fiction, horror"
652,140079,140079,1174101,75,0441014917,9780441014910,Charlaine Harris,2006,"Definitely Dead (Sookie Stackhouse, #6)","Definitely Dead (Sookie Stackhouse, #6)",en-US,4.02,163054,172955,3669,1028,6116,40058,66966,58787,https://images.gr-assets.com/books/1468562748m/140079.jpg,https://images.gr-assets.com/books/1468562748s/140079.jpg,charlaine harris,definitely dead sookie stackhouse 6,"vampires, fantasy, paranormal, urban-fantasy, fiction"
653,2526,2526,3213039,231,0156007754,9780156007760,"José Saramago, Giovanni Pontiero",1995,Ensaio Sobre a Cegueira,Blindness,en-US,4.08,98738,133257,11061,2960,6745,21616,47839,54097,https://images.gr-assets.com/books/1327866409m/2526.jpg,https://images.gr-assets.com/books/1327866409s/2526.jpg,jos saramago giovanni pontiero,blindness,"to-read, currently-reading, fiction, favorites, dystopia"
654,7905092,7905092,9585796,92,0374158460,9780374158460,Jonathan Franzen,2010,Freedom,Freedom,en-US,3.73,119213,130682,12909,6143,11728,29502,47828,35481,https://images.gr-assets.com/books/1316729686m/7905092.jpg,https://images.gr-assets.com/books/1316729686s/7905092.jpg,jonathan franzen,freedom,"to-read, currently-reading, fiction, favorites, book-club"
655,15812814,15812814,14449475,63,0142421715,9780142421710,Ally Condie,2011,Crossed,"Crossed (Matched, #2)",eng,3.52,100886,179584,14020,6581,22713,57856,55935,36499,https://images.gr-assets.com/books/1374335939m/15812814.jpg,https://images.gr-assets.com/books/1374335939s/15812814.jpg,ally condie,crossed matched 2,"to-read, currently-reading, young-adult, dystopian, dystopia"
658,3805,3805,941200,133,1841156736,9781841156740,Jonathan Franzen,2001,The Corrections,The Corrections,eng,3.78,117657,131271,8201,6684,10960,27173,46440,40014,https://images.gr-assets.com/books/1355011305m/3805.jpg,https://images.gr-assets.com/books/1355011305s/3805.jpg,jonathan franzen,the corrections,"to-read, currently-reading, fiction, owned, contemporary"
660,7672,7672,688299,83,0060541830,9780060541840,Michael Crichton,1980,Congo,Congo,eng,3.55,129811,134422,1587,2910,13893,48006,45059,24554,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,michael crichton,congo,"to-read, fiction, science-fiction, thriller, sci-fi"
661,46677,46677,1086647,47,0689711735,9780689711730,"Judith Viorst, Ray Cruz",1972,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",en-CA,4.22,146073,147047,2213,2443,5423,23838,40774,74569,https://images.gr-assets.com/books/1405259744m/46677.jpg,https://images.gr-assets.com/books/1405259744s/46677.jpg,judith viorst ray cruz,alexander and the terrible horrible no good very bad day,"to-read, picture-books, childrens, children-s-books, children"
662,5439,5439,3301398,83,0618101365,9780618101370,Jhumpa Lahiri,1999,Interpreter of Maladies,Interpreter of Maladies,eng,4.12,110651,125062,8145,860,4045,21705,50880,47572,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,jhumpa lahiri,interpreter of maladies,"to-read, fiction, short-stories, favorites, india"
664,251688,251688,2518209,254,0679745653,9780679745660,Truman Capote,1958,Breakfast at Tiffany's,Breakfast at Tiffany's,eng,3.89,129778,158526,7331,1953,8353,40016,62437,45767,https://images.gr-assets.com/books/1477015353m/251688.jpg,https://images.gr-assets.com/books/1477015353s/251688.jpg,truman capote,breakfast at tiffanys,"to-read, classics, fiction, currently-reading, favorites"
